timestamp	branch_code	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_amt	payment_method	schema_version
2024-03-09T10:07:55+07:00	PTY-CTRL	TXN-202403-09001767	1	SKU-MASS-107	1	55900.00	0.00	credit_card	1
2024-03-09T21:03:33+07:00	PTY-CTRL	TXN-202403-09002327	1	SKU-MASS-072	1	8500.00	0.00	debit_card	1
2024-03-09T15:39:16+07:00	PTY-CTRL	TXN-202403-09002609	1	SKU-MASS-082	1	24900.00	0.00	cash	1
2024-03-09T08:51:00+07:00	PTY-CTRL	TXN-202403-09002657	1	SKU-MASS-033	1	29900.00	0.00	cash	1
2024-03-09T13:04:09+07:00	PTY-CTRL	TXN-202403-09005782	1	SKU-MASS-049	1	29900.00	0.00	credit_card	1
2024-03-09T11:00:46+07:00	PTY-CTRL	TXN-202403-09006581	1	SKU-MASS-075	1	55900.00	0.00	debit_card	1
2024-03-09T11:00:46+07:00	PTY-CTRL	TXN-202403-09006581	2	SKU-MASS-074	1	24900.00	0.00	debit_card	1
2024-03-09T21:53:05+07:00	PTY-CTRL	TXN-202403-09006613	1	SKU-MASS-085	1	18900.00	0.00	credit_card	1
2024-03-09T18:17:00+07:00	PTY-CTRL	TXN-202403-09007598	1	SKU-MASS-082	1	24900.00	0.00	credit_card	1
2024-03-09T17:49:10+07:00	PTY-CTRL	TXN-202403-09010181	1	SKU-MASS-054	1	4900.00	0.00	credit_card	1
2024-03-09T16:08:55+07:00	PTY-CTRL	TXN-202403-09013768	1	SKU-MASS-094	1	4900.00	0.00	mobile_wallet	1
2024-03-09T19:38:57+07:00	PTY-CTRL	TXN-202403-09019411	1	SKU-MASS-096	1	8500.00	0.00	debit_card	1
2024-03-09T08:11:27+07:00	PTY-CTRL	TXN-202403-09024092	1	SKU-MASS-105	1	29900.00	0.00	debit_card	1
2024-03-09T21:04:31+07:00	PTY-CTRL	TXN-202403-09026397	1	SKU-MASS-073	1	29900.00	0.00	cash	1
2024-03-09T13:39:38+07:00	PTY-CTRL	TXN-202403-09026579	1	SKU-MASS-022	1	4900.00	0.00	credit_card	1
2024-03-09T13:39:38+07:00	PTY-CTRL	TXN-202403-09026579	2	SKU-MASS-087	1	12900.00	0.00	credit_card	1
2024-03-09T10:46:45+07:00	PTY-CTRL	TXN-202403-09029192	1	SKU-MASS-080	1	8500.00	0.00	credit_card	1
