timestamp	branch_code	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_amt	payment_method	schema_version
2024-09-01T14:37:25+07:00	BKK-R9	TXN-202409-01004338	1	SKU-MASS-075	1	55900.00	0.00	cash	1
2024-09-01T19:34:08+07:00	BKK-R9	TXN-202409-01004918	1	SKU-MASS-015	1	12900.00	0.00	debit_card	1
2024-09-01T17:29:47+07:00	BKK-R9	TXN-202409-01015546	1	SKU-MASS-007	1	12900.00	0.00	debit_card	1
2024-09-01T13:48:28+07:00	BKK-R9	TXN-202409-01015845	1	SKU-MASS-011	1	55900.00	0.00	mobile_wallet	1
2024-09-01T13:48:28+07:00	BKK-R9	TXN-202409-01015845	2	SKU-MASS-011	1	55900.00	0.00	mobile_wallet	1
2024-09-01T15:01:31+07:00	BKK-R9	TXN-202409-01017706	1	SKU-MASS-058	1	24900.00	0.00	credit_card	1
2024-09-01T15:32:15+07:00	BKK-R9	TXN-202409-01018782	1	SKU-MASS-069	1	18900.00	0.00	cash	1
2024-09-01T08:12:12+07:00	BKK-R9	TXN-202409-01020643	1	SKU-MASS-105	1	29900.00	0.00	mobile_wallet	1
2024-09-01T08:12:12+07:00	BKK-R9	TXN-202409-01020643	2	SKU-MASS-056	1	8500.00	0.00	mobile_wallet	1
2024-09-01T10:02:44+07:00	BKK-R9	TXN-202409-01021093	1	SKU-MASS-044	1	6900.00	0.00	credit_card	1
2024-09-01T12:16:12+07:00	BKK-R9	TXN-202409-01021228	1	SKU-MASS-097	1	29900.00	0.00	credit_card	1
2024-09-01T10:33:52+07:00	BKK-R9	TXN-202409-01023994	1	SKU-MASS-035	1	55900.00	0.00	cash	1
2024-09-01T12:25:51+07:00	BKK-R9	TXN-202409-01024308	1	SKU-MASS-039	1	12900.00	0.00	debit_card	1
2024-09-01T13:28:19+07:00	BKK-R9	TXN-202409-01027671	1	SKU-MASS-101	1	18900.00	0.00	mobile_wallet	1
