timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-12-20T15:36:33+07:00	KKC-CTRL	KKC-CTRL-POS-02	TXN-202512-20000207	1	SKU-MASS-060	1	6900.00	0.00	debit_card	none	2
2025-12-20T14:13:38+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20003671	1	SKU-MASS-022	1	4900.00	0.00	credit_card	none	2
2025-12-20T14:13:38+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20003671	2	SKU-MASS-039	1	12900.00	0.00	credit_card	none	2
2025-12-20T17:37:03+07:00	KKC-CTRL	KKC-CTRL-POS-01	TXN-202512-20004060	1	SKU-MASS-008	1	8500.00	0.00	credit_card	none	2
2025-12-20T17:37:03+07:00	KKC-CTRL	KKC-CTRL-POS-01	TXN-202512-20004060	2	SKU-MASS-048	1	8500.00	0.00	credit_card	none	2
2025-12-20T17:37:03+07:00	KKC-CTRL	KKC-CTRL-POS-01	TXN-202512-20004060	3	SKU-MASS-054	1	4900.00	0.00	credit_card	none	2
2025-12-20T20:03:38+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004285	1	WK-SW-004	1	5900.00	0.00	credit_card	none	2
2025-12-20T20:03:38+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004285	2	SKU-MASS-016	1	8500.00	0.00	credit_card	none	2
2025-12-20T20:03:38+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004285	3	SKU-MASS-059	1	55900.00	0.00	credit_card	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	1	SKU-MASS-082	1	24900.00	0.00	cash	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	2	SKU-MASS-008	1	8500.00	0.00	cash	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	3	SKU-MASS-061	1	18900.00	0.00	cash	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	4	SKU-MASS-083	1	55900.00	0.00	cash	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	5	SKU-MASS-028	1	6900.00	0.00	cash	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	6	SKU-MASS-092	1	6900.00	0.00	cash	none	2
2025-12-20T20:39:33+07:00	KKC-CTRL	KKC-CTRL-POS-03	TXN-202512-20004380	7	SKU-MASS-101	1	18900.00	0.00	cash	none	2
