timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-11-01T13:39:49+07:00	UDN-CTRL	UDN-CTRL-POS-01	TXN-202511-01001132	1	SKU-MASS-064	1	8500.00	0.00	cash	none	2
2025-11-01T13:39:49+07:00	UDN-CTRL	UDN-CTRL-POS-01	TXN-202511-01001132	2	WK-SW-004	1	5900.00	0.00	cash	none	2
2025-11-01T17:05:10+07:00	UDN-CTRL	UDN-CTRL-POS-02	TXN-202511-01004230	1	SKU-MASS-054	1	4900.00	0.00	mobile_wallet	none	2
2025-11-01T10:39:30+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01004691	1	SKU-MASS-074	1	24900.00	0.00	cash	none	2
2025-11-01T20:38:45+07:00	UDN-CTRL	UDN-CTRL-POS-01	TXN-202511-01007777	1	SKU-MASS-038	1	4900.00	0.00	credit_card	none	2
2025-11-01T18:09:23+07:00	UDN-CTRL	UDN-CTRL-POS-02	TXN-202511-01010141	1	SKU-MASS-034	1	24900.00	0.00	credit_card	none	2
2025-11-01T18:09:23+07:00	UDN-CTRL	UDN-CTRL-POS-02	TXN-202511-01010141	2	SKU-MASS-074	1	24900.00	0.00	credit_card	none	2
2025-11-01T09:11:44+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01010261	1	SKU-MASS-012	1	6900.00	0.00	cash	none	2
2025-11-01T09:11:44+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01010261	2	SKU-MASS-086	1	4900.00	0.00	cash	none	2
2025-11-01T09:11:44+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01010261	3	SKU-MASS-078	1	4900.00	0.00	cash	none	2
2025-11-01T09:11:44+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01010261	4	SKU-MASS-030	1	4900.00	0.00	cash	none	2
2025-11-01T09:11:44+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01010261	5	WK-SW-004	1	5900.00	0.00	cash	none	2
2025-11-01T09:11:44+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01010261	6	SKU-MASS-056	1	8500.00	0.00	cash	none	2
2025-11-01T17:55:36+07:00	UDN-CTRL	UDN-CTRL-POS-02	TXN-202511-01016832	1	SKU-MASS-021	1	18900.00	0.00	mobile_wallet	none	2
2025-11-01T17:55:36+07:00	UDN-CTRL	UDN-CTRL-POS-02	TXN-202511-01016832	2	WK-SW-004	1	5900.00	0.00	mobile_wallet	none	2
2025-11-01T17:55:36+07:00	UDN-CTRL	UDN-CTRL-POS-02	TXN-202511-01016832	3	SKU-MASS-080	1	8500.00	0.00	mobile_wallet	none	2
2025-11-01T10:10:29+07:00	UDN-CTRL	UDN-CTRL-POS-01	TXN-202511-01017904	1	SKU-MASS-047	1	12900.00	0.00	cash	none	2
2025-11-01T10:10:29+07:00	UDN-CTRL	UDN-CTRL-POS-01	TXN-202511-01017904	2	SKU-MASS-063	1	12900.00	0.00	cash	none	2
2025-11-01T13:45:09+07:00	UDN-CTRL	UDN-CTRL-POS-03	TXN-202511-01029538	1	SKU-MASS-077	1	18900.00	0.00	credit_card	none	2
