timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-04-11T18:55:06+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11001828	1	SKU-MASS-091	1	55900.00	0.00	cash	none	2
2025-04-11T18:55:06+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11001828	2	SKU-MASS-092	1	6900.00	0.00	cash	none	2
2025-04-11T20:04:19+07:00	CNX-MAYA	CNX-MAYA-POS-03	TXN-202504-11007952	1	SKU-MASS-070	1	4900.00	0.00	mobile_wallet	none	2
2025-04-11T20:04:19+07:00	CNX-MAYA	CNX-MAYA-POS-03	TXN-202504-11007952	2	SKU-MASS-031	1	12900.00	0.00	mobile_wallet	none	2
2025-04-11T20:04:19+07:00	CNX-MAYA	CNX-MAYA-POS-03	TXN-202504-11007952	3	SKU-MASS-045	1	18900.00	0.00	mobile_wallet	none	2
2025-04-11T14:13:49+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11008260	1	SKU-MASS-039	1	12900.00	0.00	mobile_wallet	none	2
2025-04-11T14:13:49+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11008260	2	SKU-MASS-068	1	6900.00	0.00	mobile_wallet	none	2
2025-04-11T14:13:49+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11008260	3	SKU-MASS-035	1	55900.00	0.00	mobile_wallet	none	2
2025-04-11T14:13:49+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11008260	4	SKU-MASS-104	1	8500.00	0.00	mobile_wallet	none	2
2025-04-11T10:02:19+07:00	CNX-MAYA	CNX-MAYA-POS-02	TXN-202504-11008948	1	SKU-MASS-022	1	4900.00	0.00	debit_card	none	2
2025-04-11T10:02:19+07:00	CNX-MAYA	CNX-MAYA-POS-02	TXN-202504-11008948	2	SKU-MASS-089	1	29900.00	0.00	debit_card	none	2
2025-04-11T18:49:18+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11014321	1	SKU-MASS-085	1	18900.00	0.00	mobile_wallet	none	2
2025-04-11T18:49:18+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11014321	2	SKU-MASS-098	1	24900.00	0.00	mobile_wallet	none	2
2025-04-11T13:51:47+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11016062	1	SKU-MASS-104	1	8500.00	0.00	debit_card	none	2
2025-04-11T13:51:47+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11016062	2	SKU-MASS-020	1	6900.00	0.00	debit_card	none	2
2025-04-11T17:27:59+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11018640	1	WK-SW-004	1	5900.00	0.00	cash	none	2
2025-04-11T17:27:59+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11018640	2	SKU-MASS-040	1	8500.00	0.00	cash	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	1	SKU-MASS-093	1	18900.00	0.00	debit_card	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	2	SKU-MASS-051	1	55900.00	0.00	debit_card	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	3	SKU-MASS-018	1	24900.00	0.00	debit_card	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	4	SKU-MASS-103	1	12900.00	0.00	debit_card	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	5	SKU-MASS-028	1	6900.00	0.00	debit_card	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	6	SKU-MASS-088	1	8500.00	0.00	debit_card	none	2
2025-04-11T21:44:13+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11019265	7	SKU-MASS-038	1	4900.00	0.00	debit_card	none	2
2025-04-11T12:43:46+07:00	CNX-MAYA	CNX-MAYA-POS-01	TXN-202504-11021583	1	SKU-MASS-085	1	18900.00	0.00	credit_card	none	2
2025-04-11T09:05:51+07:00	CNX-MAYA	CNX-MAYA-POS-03	TXN-202504-11022514	1	SKU-MASS-013	1	18900.00	0.00	credit_card	none	2
