timestamp	branch_code	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_amt	payment_method	schema_version
2024-05-26T14:43:46+07:00	BKK-EMSP	TXN-202405-26000658	1	SKU-MASS-051	1	55900.00	0.00	debit_card	1
2024-05-26T14:43:46+07:00	BKK-EMSP	TXN-202405-26000658	2	SKU-MASS-009	1	29900.00	0.00	debit_card	1
2024-05-26T14:43:46+07:00	BKK-EMSP	TXN-202405-26000658	3	SKU-MASS-085	1	18900.00	0.00	debit_card	1
2024-05-26T11:26:56+07:00	BKK-EMSP	TXN-202405-26004264	1	SKU-MASS-042	1	24900.00	0.00	credit_card	1
2024-05-26T09:59:34+07:00	BKK-EMSP	TXN-202405-26007798	1	SKU-MASS-076	1	6900.00	0.00	cash	1
2024-05-26T09:59:34+07:00	BKK-EMSP	TXN-202405-26007798	2	SKU-MASS-102	1	4900.00	0.00	cash	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	1	SKU-MASS-017	1	29900.00	0.00	mobile_wallet	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	2	SKU-MASS-044	1	6900.00	0.00	mobile_wallet	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	3	SKU-MASS-106	1	24900.00	0.00	mobile_wallet	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	4	SKU-MASS-067	1	55900.00	0.00	mobile_wallet	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	5	SKU-MASS-010	1	24900.00	0.00	mobile_wallet	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	6	SKU-STD-001	1	12900.00	0.00	mobile_wallet	1
2024-05-26T13:44:29+07:00	BKK-EMSP	TXN-202405-26011976	7	SKU-MASS-019	1	55900.00	0.00	mobile_wallet	1
2024-05-26T18:08:47+07:00	BKK-EMSP	TXN-202405-26022405	1	SKU-MASS-077	1	18900.00	0.00	mobile_wallet	1
2024-05-26T18:08:47+07:00	BKK-EMSP	TXN-202405-26022405	2	SKU-MASS-109	1	18900.00	0.00	mobile_wallet	1
2024-05-26T16:42:49+07:00	BKK-EMSP	TXN-202405-26027433	1	SKU-MASS-007	1	12900.00	0.00	cash	1
2024-05-26T16:42:49+07:00	BKK-EMSP	TXN-202405-26027433	2	SKU-MASS-008	1	8500.00	0.00	cash	1
2024-05-26T16:42:49+07:00	BKK-EMSP	TXN-202405-26027433	3	SKU-MASS-110	1	4900.00	0.00	cash	1
2024-05-26T16:42:49+07:00	BKK-EMSP	TXN-202405-26027433	4	SKU-MASS-082	1	24900.00	0.00	cash	1
2024-05-26T16:42:49+07:00	BKK-EMSP	TXN-202405-26027433	5	SKU-MASS-012	1	6900.00	0.00	cash	1
2024-05-26T16:42:49+07:00	BKK-EMSP	TXN-202405-26027433	6	SKU-MASS-056	1	8500.00	0.00	cash	1
2024-05-26T11:33:24+07:00	BKK-EMSP	TXN-202405-26028485	1	SKU-MASS-081	1	29900.00	0.00	credit_card	1
2024-05-26T11:33:24+07:00	BKK-EMSP	TXN-202405-26028485	2	SKU-MASS-103	1	12900.00	0.00	credit_card	1
2024-05-26T11:33:24+07:00	BKK-EMSP	TXN-202405-26028485	3	SKU-MASS-030	1	4900.00	0.00	credit_card	1
2024-05-26T11:33:24+07:00	BKK-EMSP	TXN-202405-26028485	4	SKU-MASS-016	1	8500.00	0.00	credit_card	1
2024-05-26T11:33:24+07:00	BKK-EMSP	TXN-202405-26028485	5	SKU-MASS-046	1	4900.00	0.00	credit_card	1
2024-05-26T11:33:24+07:00	BKK-EMSP	TXN-202405-26028485	6	SKU-MASS-089	1	29900.00	0.00	credit_card	1
2024-05-26T15:43:16+07:00	BKK-EMSP	TXN-202405-26029404	1	SKU-MASS-069	1	18900.00	0.00	cash	1
2024-05-26T15:43:16+07:00	BKK-EMSP	TXN-202405-26029404	2	SKU-MASS-062	1	4900.00	0.00	cash	1
2024-05-26T15:43:16+07:00	BKK-EMSP	TXN-202405-26029404	3	SKU-MASS-084	1	6900.00	0.00	cash	1
2024-05-26T15:43:16+07:00	BKK-EMSP	TXN-202405-26029404	4	SKU-MASS-039	1	12900.00	0.00	cash	1
2024-05-26T13:10:12+07:00	BKK-EMSP	TXN-202405-26029480	1	SKU-MASS-077	1	18900.00	0.00	mobile_wallet	1
2024-05-26T19:13:07+07:00	BKK-EMSP	TXN-202405-26029556	1	SKU-MASS-094	1	4900.00	0.00	cash	1
