timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-09-14T09:46:02+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14000940	1	SKU-MASS-052	1	6900.00	0.00	cash	none	2
2025-09-14T21:12:27+07:00	HKT-FEST	HKT-FEST-POS-01	TXN-202509-14006925	1	WK-SW-004	1	5900.00	0.00	mobile_wallet	none	2
2025-09-14T20:38:36+07:00	HKT-FEST	HKT-FEST-POS-01	TXN-202509-14007249	1	SKU-MASS-028	1	6900.00	0.00	cash	none	2
2025-09-14T10:24:13+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14010963	1	SKU-MASS-007	1	12900.00	0.00	mobile_wallet	none	2
2025-09-14T10:24:13+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14010963	2	SKU-MASS-008	1	8500.00	0.00	mobile_wallet	none	2
2025-09-14T10:24:13+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14010963	3	SKU-MASS-096	1	8500.00	0.00	mobile_wallet	none	2
2025-09-14T10:24:13+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14010963	4	SKU-MASS-082	1	24900.00	0.00	mobile_wallet	none	2
2025-09-14T09:05:11+07:00	HKT-FEST	HKT-FEST-POS-01	TXN-202509-14011335	1	SKU-MASS-061	1	18900.00	0.00	credit_card	none	2
2025-09-14T17:56:48+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14014524	1	SKU-MASS-059	1	55900.00	0.00	credit_card	none	2
2025-09-14T12:55:56+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14019126	1	SKU-MASS-103	1	12900.00	0.00	credit_card	none	2
2025-09-14T15:09:57+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14021185	1	SKU-MASS-055	1	12900.00	0.00	credit_card	none	2
2025-09-14T15:09:57+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14021185	2	SKU-MASS-109	1	18900.00	0.00	credit_card	none	2
2025-09-14T14:58:46+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14021788	1	SKU-MASS-055	1	12900.00	0.00	debit_card	none	2
2025-09-14T14:58:46+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14021788	2	SKU-MASS-100	1	6900.00	0.00	debit_card	none	2
2025-09-14T17:53:15+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14022065	1	SKU-MASS-069	1	18900.00	0.00	cash	none	2
2025-09-14T19:58:33+07:00	HKT-FEST	HKT-FEST-POS-02	TXN-202509-14025413	1	SKU-MASS-083	1	55900.00	0.00	cash	none	2
2025-09-14T21:40:44+07:00	HKT-FEST	HKT-FEST-POS-03	TXN-202509-14027501	1	SKU-MASS-100	1	6900.00	0.00	debit_card	none	2
