timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-08-23T10:51:45+07:00	BKK-PKT	BKK-PKT-POS-02	TXN-202508-23002885	1	SKU-MASS-103	1	12900.00	0.00	cash	none	2
2025-08-23T18:21:05+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23007139	1	SKU-MASS-060	1	6900.00	0.00	cash	none	2
2025-08-23T16:41:49+07:00	BKK-PKT	BKK-PKT-POS-02	TXN-202508-23007141	1	SKU-MASS-095	1	12900.00	0.00	credit_card	none	2
2025-08-23T18:21:41+07:00	BKK-PKT	BKK-PKT-POS-02	TXN-202508-23012050	1	SKU-MASS-059	1	55900.00	0.00	cash	none	2
2025-08-23T12:55:32+07:00	BKK-PKT	BKK-PKT-POS-02	TXN-202508-23012108	1	SKU-MASS-016	1	8500.00	0.00	mobile_wallet	none	2
2025-08-23T10:16:10+07:00	BKK-PKT	BKK-PKT-POS-01	TXN-202508-23015154	1	SKU-MASS-056	1	8500.00	0.00	credit_card	none	2
2025-08-23T10:16:10+07:00	BKK-PKT	BKK-PKT-POS-01	TXN-202508-23015154	2	SKU-MASS-092	1	6900.00	0.00	credit_card	none	2
2025-08-23T13:59:48+07:00	BKK-PKT	BKK-PKT-POS-01	TXN-202508-23015378	1	SKU-MASS-091	1	55900.00	0.00	mobile_wallet	none	2
2025-08-23T08:41:08+07:00	BKK-PKT	BKK-PKT-POS-02	TXN-202508-23015465	1	SKU-MASS-041	1	29900.00	0.00	credit_card	none	2
2025-08-23T08:41:08+07:00	BKK-PKT	BKK-PKT-POS-02	TXN-202508-23015465	2	SKU-MASS-049	1	29900.00	0.00	credit_card	none	2
2025-08-23T19:33:13+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23017272	1	SKU-MASS-053	1	18900.00	0.00	cash	none	2
2025-08-23T12:28:08+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23018626	1	SKU-MASS-018	1	24900.00	0.00	credit_card	none	2
2025-08-23T12:28:08+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23018626	2	SKU-MASS-023	1	12900.00	0.00	credit_card	none	2
2025-08-23T12:28:08+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23018626	3	SKU-MASS-095	1	12900.00	0.00	credit_card	none	2
2025-08-23T11:16:03+07:00	BKK-PKT	BKK-PKT-POS-01	TXN-202508-23027228	1	SKU-MASS-030	1	4900.00	0.00	debit_card	none	2
2025-08-23T18:20:30+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23028068	1	SKU-MASS-083	1	55900.00	0.00	debit_card	none	2
2025-08-23T18:20:30+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23028068	2	SKU-MASS-096	1	8500.00	0.00	debit_card	none	2
2025-08-23T20:09:35+07:00	BKK-PKT	BKK-PKT-POS-03	TXN-202508-23029466	1	SKU-MASS-008	1	8500.00	0.00	credit_card	none	2
