timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-09-04T16:18:05+07:00	PTY-CTRL	PTY-CTRL-POS-03	TXN-202509-04002982	1	SKU-MASS-026	1	24900.00	0.00	cash	none	2
2025-09-04T16:18:05+07:00	PTY-CTRL	PTY-CTRL-POS-03	TXN-202509-04002982	2	SKU-MASS-032	1	8500.00	0.00	cash	none	2
2025-09-04T18:45:06+07:00	PTY-CTRL	PTY-CTRL-POS-02	TXN-202509-04005441	1	SKU-MASS-022	1	4900.00	0.00	debit_card	none	2
2025-09-04T15:48:30+07:00	PTY-CTRL	PTY-CTRL-POS-01	TXN-202509-04006552	1	SKU-MASS-024	1	8500.00	0.00	cash	none	2
2025-09-04T15:48:30+07:00	PTY-CTRL	PTY-CTRL-POS-01	TXN-202509-04006552	2	SKU-MASS-099	1	55900.00	0.00	cash	none	2
2025-09-04T15:48:30+07:00	PTY-CTRL	PTY-CTRL-POS-01	TXN-202509-04006552	3	SKU-MASS-039	1	12900.00	0.00	cash	none	2
2025-09-04T09:14:52+07:00	PTY-CTRL	PTY-CTRL-POS-03	TXN-202509-04009813	1	SKU-MASS-047	1	12900.00	0.00	credit_card	none	2
2025-09-04T11:31:09+07:00	PTY-CTRL	PTY-CTRL-POS-03	TXN-202509-04014649	1	SKU-MASS-086	1	4900.00	0.00	cash	none	2
2025-09-04T19:19:45+07:00	PTY-CTRL	PTY-CTRL-POS-01	TXN-202509-04023852	1	SKU-MASS-055	1	12900.00	0.00	mobile_wallet	none	2
2025-09-04T17:31:02+07:00	PTY-CTRL	PTY-CTRL-POS-03	TXN-202509-04027353	1	SKU-MASS-106	1	24900.00	0.00	debit_card	none	2
2025-09-04T17:31:02+07:00	PTY-CTRL	PTY-CTRL-POS-03	TXN-202509-04027353	2	SKU-MASS-091	1	55900.00	0.00	debit_card	none	2
