timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-07-27T13:01:28+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27003626	1	SKU-MASS-007	1	12900.00	0.00	cash	none	2
2025-07-27T10:01:35+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27003865	1	SKU-MASS-050	1	24900.00	0.00	credit_card	none	2
2025-07-27T18:59:26+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27004129	1	SKU-MASS-023	1	12900.00	0.00	credit_card	none	2
2025-07-27T13:16:54+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27005230	1	SKU-MASS-013	1	18900.00	0.00	credit_card	none	2
2025-07-27T20:30:19+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27007057	1	SKU-MASS-075	1	55900.00	0.00	cash	none	2
2025-07-27T21:13:39+07:00	BKK-EMSP	BKK-EMSP-POS-01	TXN-202507-27014964	1	SKU-MASS-090	1	24900.00	0.00	cash	none	2
2025-07-27T13:15:24+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27016231	1	SKU-MASS-051	1	55900.00	0.00	cash	none	2
2025-07-27T13:15:24+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27016231	2	SKU-MASS-085	1	18900.00	0.00	cash	none	2
2025-07-27T10:39:55+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27016696	1	SKU-MASS-015	1	12900.00	0.00	cash	none	2
2025-07-27T13:27:46+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27017429	1	SKU-MASS-060	1	6900.00	0.00	mobile_wallet	none	2
2025-07-27T08:45:50+07:00	BKK-EMSP	BKK-EMSP-POS-01	TXN-202507-27018297	1	SKU-MASS-070	1	4900.00	0.00	credit_card	none	2
2025-07-27T17:17:40+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27021185	1	SKU-MASS-024	1	8500.00	0.00	credit_card	none	2
2025-07-27T13:55:42+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27024364	1	SKU-MASS-028	1	6900.00	0.00	mobile_wallet	none	2
2025-07-27T10:53:08+07:00	BKK-EMSP	BKK-EMSP-POS-01	TXN-202507-27024706	1	WK-SW-004	1	5900.00	0.00	debit_card	none	2
2025-07-27T09:57:07+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27024968	1	SKU-MASS-073	1	29900.00	0.00	cash	none	2
2025-07-27T09:57:07+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27024968	2	SKU-MASS-060	1	6900.00	0.00	cash	none	2
2025-07-27T13:06:27+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27029582	1	SKU-MASS-043	1	55900.00	0.00	mobile_wallet	none	2
2025-07-27T13:06:27+07:00	BKK-EMSP	BKK-EMSP-POS-03	TXN-202507-27029582	2	SKU-MASS-069	1	18900.00	0.00	mobile_wallet	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	1	SKU-MASS-034	1	24900.00	0.00	cash	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	2	SKU-MASS-031	1	12900.00	0.00	cash	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	3	SKU-MASS-041	1	29900.00	0.00	cash	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	4	AW-MN-001	1	16900.00	0.00	cash	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	5	SKU-MASS-053	1	18900.00	0.00	cash	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	6	SKU-MASS-049	1	29900.00	0.00	cash	none	2
2025-07-27T14:30:47+07:00	BKK-EMSP	BKK-EMSP-POS-02	TXN-202507-27029598	7	SKU-MASS-078	1	4900.00	0.00	cash	none	2
