timestamp	branch_code	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_amt	payment_method	schema_version
2024-05-17T12:29:00+07:00	BKK-PKT	TXN-202405-17002873	1	SKU-MASS-065	1	29900.00	0.00	cash	1
2024-05-17T11:02:07+07:00	BKK-PKT	TXN-202405-17006199	1	SKU-MASS-088	1	8500.00	0.00	mobile_wallet	1
2024-05-17T11:02:07+07:00	BKK-PKT	TXN-202405-17006199	2	SKU-MASS-099	1	55900.00	0.00	mobile_wallet	1
2024-05-17T21:20:49+07:00	BKK-PKT	TXN-202405-17006469	1	SKU-MASS-092	1	6900.00	0.00	credit_card	1
2024-05-17T15:39:32+07:00	BKK-PKT	TXN-202405-17006884	1	SKU-MASS-043	1	55900.00	0.00	mobile_wallet	1
2024-05-17T15:39:32+07:00	BKK-PKT	TXN-202405-17006884	2	SKU-MASS-102	1	4900.00	0.00	mobile_wallet	1
2024-05-17T15:39:32+07:00	BKK-PKT	TXN-202405-17006884	3	SKU-MASS-051	1	55900.00	0.00	mobile_wallet	1
2024-05-17T15:25:44+07:00	BKK-PKT	TXN-202405-17008523	1	SKU-MASS-058	1	24900.00	0.00	cash	1
2024-05-17T15:25:44+07:00	BKK-PKT	TXN-202405-17008523	2	SKU-MASS-096	1	8500.00	0.00	cash	1
2024-05-17T15:25:44+07:00	BKK-PKT	TXN-202405-17008523	3	SKU-MASS-035	1	55900.00	0.00	cash	1
2024-05-17T20:03:27+07:00	BKK-PKT	TXN-202405-17012292	1	SKU-MASS-043	1	55900.00	0.00	cash	1
2024-05-17T20:02:42+07:00	BKK-PKT	TXN-202405-17014097	1	SKU-MASS-038	1	4900.00	0.00	cash	1
2024-05-17T12:10:10+07:00	BKK-PKT	TXN-202405-17014580	1	SKU-MASS-047	1	12900.00	0.00	credit_card	1
2024-05-17T11:20:32+07:00	BKK-PKT	TXN-202405-17015359	1	SKU-MASS-029	1	18900.00	0.00	mobile_wallet	1
2024-05-17T08:06:33+07:00	BKK-PKT	TXN-202405-17016807	1	SKU-MASS-033	1	29900.00	0.00	cash	1
2024-05-17T09:34:36+07:00	BKK-PKT	TXN-202405-17017066	1	SKU-MASS-100	1	6900.00	0.00	cash	1
2024-05-17T17:49:02+07:00	BKK-PKT	TXN-202405-17019708	1	SKU-MASS-043	1	55900.00	0.00	cash	1
2024-05-17T17:49:02+07:00	BKK-PKT	TXN-202405-17019708	2	SKU-MASS-084	1	6900.00	0.00	cash	1
2024-05-17T17:49:02+07:00	BKK-PKT	TXN-202405-17019708	3	SKU-MASS-015	1	12900.00	0.00	cash	1
2024-05-17T09:00:59+07:00	BKK-PKT	TXN-202405-17020133	1	SKU-MASS-084	1	6900.00	0.00	credit_card	1
2024-05-17T09:00:59+07:00	BKK-PKT	TXN-202405-17020133	2	SKU-MASS-080	1	8500.00	0.00	credit_card	1
2024-05-17T15:31:34+07:00	BKK-PKT	TXN-202405-17020811	1	SKU-MASS-044	1	6900.00	0.00	mobile_wallet	1
2024-05-17T16:07:36+07:00	BKK-PKT	TXN-202405-17026210	1	SKU-MASS-068	1	6900.00	0.00	credit_card	1
2024-05-17T16:07:36+07:00	BKK-PKT	TXN-202405-17026210	2	SKU-MASS-042	1	24900.00	0.00	credit_card	1
2024-05-17T16:07:36+07:00	BKK-PKT	TXN-202405-17026210	3	SKU-MASS-091	1	55900.00	0.00	credit_card	1
2024-05-17T16:07:36+07:00	BKK-PKT	TXN-202405-17026210	4	SKU-MASS-051	1	55900.00	0.00	credit_card	1
2024-05-17T18:22:24+07:00	BKK-PKT	TXN-202405-17026486	1	SKU-MASS-104	1	8500.00	0.00	credit_card	1
