timestamp	branch_code	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_amt	payment_method	schema_version
2024-05-28T08:46:53+07:00	UDN-CTRL	TXN-202405-28000789	1	SKU-MASS-085	1	18900.00	0.00	credit_card	1
2024-05-28T16:27:01+07:00	UDN-CTRL	TXN-202405-28002519	1	SKU-MASS-095	1	12900.00	0.00	credit_card	1
2024-05-28T17:13:53+07:00	UDN-CTRL	TXN-202405-28007281	1	SKU-MASS-034	1	24900.00	0.00	credit_card	1
2024-05-28T13:10:53+07:00	UDN-CTRL	TXN-202405-28019333	1	SKU-MASS-034	1	24900.00	0.00	debit_card	1
2024-05-28T13:10:53+07:00	UDN-CTRL	TXN-202405-28019333	2	SKU-MASS-057	1	29900.00	0.00	debit_card	1
2024-05-28T13:10:53+07:00	UDN-CTRL	TXN-202405-28019333	3	SKU-MASS-064	1	8500.00	0.00	debit_card	1
2024-05-28T21:18:25+07:00	UDN-CTRL	TXN-202405-28023070	1	SKU-MASS-104	1	8500.00	0.00	mobile_wallet	1
2024-05-28T18:01:12+07:00	UDN-CTRL	TXN-202405-28026687	1	SKU-MASS-037	1	18900.00	0.00	credit_card	1
2024-05-28T18:01:12+07:00	UDN-CTRL	TXN-202405-28026687	2	SKU-MASS-046	1	4900.00	0.00	credit_card	1
2024-05-28T20:29:49+07:00	UDN-CTRL	TXN-202405-28027277	1	SKU-MASS-098	1	24900.00	0.00	credit_card	1
