timestamp	branch_code	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_amt	payment_method	schema_version
2024-01-06T11:08:06+07:00	HKT-FEST	TXN-202401-06009723	1	SKU-MASS-041	1	29900.00	0.00	cash	1
2024-01-06T08:50:23+07:00	HKT-FEST	TXN-202401-06011404	1	SKU-MASS-058	1	24900.00	0.00	cash	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	1	SKU-MASS-025	1	29900.00	0.00	credit_card	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	2	SKU-MASS-044	1	6900.00	0.00	credit_card	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	3	SKU-MASS-075	1	55900.00	0.00	credit_card	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	4	SKU-MASS-061	1	18900.00	0.00	credit_card	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	5	SKU-MASS-016	1	8500.00	0.00	credit_card	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	6	SKU-MASS-016	1	8500.00	0.00	credit_card	1
2024-01-06T18:59:52+07:00	HKT-FEST	TXN-202401-06011910	7	SKU-MASS-057	1	29900.00	0.00	credit_card	1
2024-01-06T10:52:31+07:00	HKT-FEST	TXN-202401-06012050	1	SKU-MASS-028	1	6900.00	0.00	debit_card	1
2024-01-06T18:42:14+07:00	HKT-FEST	TXN-202401-06013044	1	SKU-MASS-086	1	4900.00	0.00	cash	1
2024-01-06T11:01:59+07:00	HKT-FEST	TXN-202401-06016126	1	SKU-MASS-067	1	55900.00	0.00	credit_card	1
2024-01-06T15:00:22+07:00	HKT-FEST	TXN-202401-06017264	1	SKU-MASS-072	1	8500.00	0.00	cash	1
2024-01-06T13:54:16+07:00	HKT-FEST	TXN-202401-06029880	1	SKU-MASS-099	1	55900.00	0.00	credit_card	1
