timestamp	branch_code	payment_terminal_id	txn_id	line_seq	sku_id	quantity	unit_price_thb	discount_total_thb	payment_method	loyalty_tier_at_purchase	schema_version
2025-06-29T19:42:29+07:00	BKK-CTW	BKK-CTW-POS-03	TXN-202506-29008685	1	SKU-MASS-064	1	8500.00	0.00	cash	none	2
2025-06-29T09:52:17+07:00	BKK-CTW	BKK-CTW-POS-03	TXN-202506-29012680	1	SKU-MASS-060	1	6900.00	0.00	cash	none	2
2025-06-29T09:52:17+07:00	BKK-CTW	BKK-CTW-POS-03	TXN-202506-29012680	2	SKU-MASS-041	1	29900.00	0.00	cash	none	2
2025-06-29T09:28:12+07:00	BKK-CTW	BKK-CTW-POS-02	TXN-202506-29015168	1	SKU-MASS-088	1	8500.00	0.00	credit_card	none	2
2025-06-29T09:28:12+07:00	BKK-CTW	BKK-CTW-POS-02	TXN-202506-29015168	2	SKU-MASS-010	1	24900.00	0.00	credit_card	none	2
2025-06-29T08:26:13+07:00	BKK-CTW	BKK-CTW-POS-01	TXN-202506-29016322	1	SKU-MASS-025	1	29900.00	0.00	credit_card	none	2
2025-06-29T08:26:13+07:00	BKK-CTW	BKK-CTW-POS-01	TXN-202506-29016322	2	SKU-MASS-020	1	6900.00	0.00	credit_card	none	2
2025-06-29T15:24:20+07:00	BKK-CTW	BKK-CTW-POS-02	TXN-202506-29022212	1	SKU-MASS-089	1	29900.00	0.00	mobile_wallet	none	2
2025-06-29T09:28:25+07:00	BKK-CTW	BKK-CTW-POS-02	TXN-202506-29024506	1	SKU-MASS-071	1	12900.00	0.00	credit_card	none	2
2025-06-29T09:28:25+07:00	BKK-CTW	BKK-CTW-POS-02	TXN-202506-29024506	2	SKU-MASS-078	1	4900.00	0.00	credit_card	none	2
2025-06-29T12:29:12+07:00	BKK-CTW	BKK-CTW-POS-01	TXN-202506-29028455	1	SKU-MASS-087	1	12900.00	0.00	cash	none	2
